EMPLOYEE #,satisfaction_level,last_evaluation
28719,0.48,0.89
28724,0.63,0.66
28725,0.92,0.49
28727,0.5,0.85
28729,0.52,0.91
28741,0.73,0.79
28748,0.99,0.87
28755,0.91,0.99
28774,0.85,0.79
28777,0.95,0.69
28780,0.67,0.85
28783,0.86,0.55
28801,0.71,0.54
28804,0.99,0.95
28807,0.57,0.61
28810,0.98,0.72
28819,0.62,0.58
28820,0.74,0.79
69573,0.7,0.6
70129,0.8,0.93
28844,0.65,0.69
70792,0.53,0.52
28856,0.43,0.62
28866,0.59,0.65
28870,0.16,0.96
28877,0.84,0.8
28879,0.78,0.95
73006,0.66,0.91
28884,0.7,0.74
28888,0.73,0.63
28890,0.65,0.88
28892,0.79,0.59
28895,0.57,0.68
28897,0.24,0.58
28906,0.95,0.78
28913,0.38,0.54
28921,0.9,0.78
28927,0.5,0.4
73384,0.68,0.61
28931,0.5,0.78
28932,0.85,0.81
28937,0.95,0.52
28940,0.92,0.92
28943,0.83,0.87
28949,0.9,0.78
62385,0.21,0.77
28952,0.94,0.86
77059,0.7,0.85
28961,0.54,0.76
28966,0.77,0.65
28970,0.62,0.49
29006,0.93,0.55
29011,0.81,0.86
29026,0.99,0.79
29027,0.78,0.49
29028,0.66,0.63
29031,0.9,0.72
29037,0.74,0.53
29041,0.65,0.78
77325,0.99,0.52
29054,0.83,0.72
29057,0.6,0.82
77981,0.55,0.93
29063,0.96,0.71
83125,0.83,0.94
83953,0.95,0.7
29075,0.77,0.88
29081,0.83,0.95
29091,0.87,0.54
29094,0.69,0.49
29095,0.67,0.58
29099,0.55,0.49
29102,0.55,0.82
29119,0.39,0.48
29121,0.51,0.93
29122,0.39,0.38
29125,0.96,0.93
29127,0.68,0.81
29128,0.67,0.71
29138,0.68,0.44
29141,0.56,0.58
29142,0.9,0.7
29143,0.69,0.59
29147,0.99,0.71
29174,0.42,0.59
29183,0.28,0.51
29185,0.55,0.65
29193,0.91,0.53
84249,0.53,0.98
29196,0.87,0.74
29204,0.57,0.6
29207,0.59,0.77
29212,0.76,0.89
29220,0.59,0.42
29223,0.5,0.54
29263,0.55,0.55
29266,0.92,0.53
29269,0.8,0.51
29274,0.93,0.66
29279,0.67,0.57
29296,0.78,0.55
29302,0.61,0.7
85112,0.74,0.84
29307,0.5,0.49
29308,0.84,0.96
86366,0.89,0.55
29322,0.77,0.89
29333,0.64,0.71
87027,0.77,0.89
29345,0.74,0.58
89345,0.88,0.96
29375,0.88,0.96
29379,0.89,0.88
29382,0.74,0.59
29391,0.63,0.74
29394,0.63,0.8
29396,0.68,0.92
90624,0.14,0.81
90972,0.86,0.94
29404,0.73,0.53
29405,0.57,0.56
29411,0.97,0.75
91531,0.67,0.36
29417,0.89,0.74
29420,0.8,0.96
29423,0.3,0.51
29424,0.14,0.73
29438,0.91,0.8
29441,0.49,0.81
29442,0.57,0.68
29447,0.59,0.62
29449,0.5,0.7
29454,0.69,0.97
29455,0.81,0.68
92045,0.79,0.82
93595,0.55,0.91
29467,0.92,0.62
29472,0.94,0.59
29479,0.67,0.55
29481,0.53,0.92
29482,0.77,0.59
95250,0.57,0.82
29486,0.64,0.97
29488,0.35,1
29491,0.66,0.71
29493,0.59,0.84
29499,0.49,0.93
29502,0.91,0.99
29505,0.12,0.6
29508,0.74,0.68
29515,0.84,0.94
29526,0.51,0.99
95574,0.94,0.71
29533,0.74,0.66
29537,0.52,0.54
95869,0.31,0.92
96920,0.72,0.59
29568,0.92,1
29569,0.56,0.64
29574,0.76,0.45
1067,0.59,0.9
29584,0.5,0.74
29591,0.88,0.72
29597,0.86,0.49
29603,0.66,0.99
1892,0.7,0.69
29616,0.98,0.93
3925,0.61,0.73
29632,0.57,0.66
29633,0.84,0.91
7480,0.76,0.4
29640,0.64,
29641,0.87,0.7
99636,0.62,0.69
29654,0.16,0.99
29655,0.83,0.87
29663,0.36,0.59
29670,0.47,0.51
29671,0.54,0.51
29672,0.83,0.83
29673,0.96,0.68
9960,0.91,0.74
29678,0.56,0.59
10025,0.73,0.66
29689,0.97,0.63
10557,0.75,0.74
29700,0.49,0.76
29701,0.57,0.94
29705,0.41,0.58
29707,0.53,0.7
29713,0.93,0.6
10775,0.58,0.9
29722,0.6,0.54
29733,0.74,0.8
29739,0.62,0.52
29747,0.7,0.76
29752,0.93,0.75
11510,0.75,0.9
29757,0.95,0.48
29760,0.43,0.98
29763,0.77,0.58
29764,0.67,1
29775,0.51,0.72
29787,0.94,0.53
29797,0.9,0.85
15224,0.8,0.78
29802,0.34,0.89
29806,0.45,0.53
29807,0.97,0.66
15499,0.5,0.48
29809,0.89,0.62
29816,0.76,0.5
29818,0.66,0.84
29821,0.74,0.63
29826,0.69,0.74
29828,0.59,0.57
29832,1,0.85
29833,0.61,0.75
29834,0.98,0.42
29842,0.59,0.71
29844,0.22,0.69
16322,0.71,0.95
16919,0.86,0.53
29869,0.65,0.59
29871,0.93,0.67
29874,0.49,0.69
22307,0.78,0.77
29884,0.62,0.7
29887,0.72,0.63
29908,0.7,0.56
29914,0.54,0.93
29919,0.61,0.95
22483,0.84,0.95
29937,0.8,0.58
22743,0.58,0.5
29944,0.97,0.87
29949,0.92,0.55
29963,0.96,0.51
29964,0.73,0.87
29967,0.73,0.71
29973,0.53,0.83
29976,0.17,0.82
23950,0.75,0.76
29992,0.76,0.44
25616,0.76,0.77
30000,0.92,0.55
12826,0.82,0.88
30009,0.38,0.5
30034,0.49,0.72
30037,0.53,0.8
30039,0.56,0.59
30046,0.69,0.98
30051,0.62,0.99
30054,0.71,0.76
27462,0.52,1
30069,0.2,0.53
27825,0.93,0.61
30083,0.74,0.81
30084,0.78,0.45
30088,0.85,0.79
30090,0.79,0.56
30097,0.92,0.91
30100,0.58,0.97
30106,0.68,0.72
29614,0.9,0.67
30117,0.67,0.71
30128,0.79,0.73
30129,0.23,0.48
30136,0.98,0.99
30141,0.8,0.75
30142,0.77,0.84
30778,1,0.91
30165,0.6,0.92
30169,0.49,0.54
30172,0.91,0.99
30175,0.97,0.52
30176,0.71,0.76
30182,0.62,0.91
30185,0.61,0.92
30186,0.21,0.6
30190,0.64,0.97
30191,0.61,0.65
30203,0.58,0.75
30207,0.41,0.9
30214,0.98,0.73
32289,0.5,0.88
33217,0.98,0.61
30241,0.4,0.85
34880,0.63,0.92
30244,0.75,0.53
30246,0.82,0.84
30247,0.55,0.62
30249,0.44,0.36
30250,0.92,0.88
30274,0.57,0.56
30289,0.73,0.86
30297,0.82,0.92
36460,0.54,0.75
30301,0.64,0.95
30310,0.99,0.76
30311,0.19,0.92
30316,0.86,0.96
30333,0.65,0.66
36773,0.52,0.81
39777,0.85,0.49
30337,0.61,0.64
40849,0.77,0.57
30345,0.54,0.94
42907,0.76,0.74
30352,0.79,0.9
30364,0.89,0.93
30368,0.6,0.8
30371,0.51,0.58
30375,0.2,0.72
30381,0.93,0.6
30382,0.77,0.54
45068,0.8,0.87
30385,0.8,0.97
30389,0.62,0.92
30393,0.79,0.72
30400,0.88,0.73
30419,0.96,0.73
30429,0.34,0.69
30433,0.34,0.65
30441,0.88,0.85
30448,0.66,0.61
30461,0.55,0.71
30466,0.59,0.51
30473,0.62,0.73
30479,0.78,0.93
30480,0.73,0.75
30492,0.71,0.94
45560,0.97,0.86
30515,0.21,0.74
30526,0.52,0.96
30536,0.73,0.88
30543,0.74,0.83
46754,0.26,0.71
30559,0.52,0.78
48689,0.69,0.54
30581,0.79,0.59
30593,0.93,0.62
30594,0.34,0.87
30598,0.77,0.52
30617,0.36,0.73
30621,0.93,0.58
30624,0.7,0.58
30628,0.51,0.49
30641,0.83,0.78
30653,0.89,0.89
50107,0.94,0.59
30690,0.8,0.55
30696,0.74,0.66
52653,0.5,0.91
30702,0.54,0.84
30704,0.5,0.54
30710,0.17,0.91
30711,0.57,0.53
30716,0.8,0.51
30720,0.45,0.64
30725,0.87,0.5
30727,0.98,0.64
30730,0.55,0.8
30735,0.53,0.5
4157,0.75,0.48
30745,0.96,0.59
61746,0.71,0.97
62112,0.7,0.63
30775,0.33,0.94
30776,0.93,0.94
62172,0.64,0.65
30783,0.27,0.45
30788,0.99,0.99
30789,0.81,0.62
30792,0.6,0.91
30794,0.32,0.4
30795,0.48,0.68
62359,0.87,0.51
30801,0.91,0.79
30816,0.24,0.89
30817,0.66,0.56
30822,0.94,0.59
30827,0.93,0.97
30828,0.19,0.55
30832,0.88,0.45
12644,0.76,0.47
30838,0.67,0.64
30842,0.54,0.5
64589,0.53,0.95
30854,0.67,0.92
30862,0.5,0.38
30863,0.49,0.76
30868,0.82,0.71
67684,0.86,0.71
30874,0.5,0.5
30877,0.82,0.6
30880,0.95,0.78
30885,0.64,0.87
70174,0.91,0.5
30887,0.79,0.75
30888,0.83,0.56
70442,0.66,0.6
30906,0.92,0.8
30914,0.59,0.47
30925,0.6,0.83
30932,0.68,0.97
30937,0.58,0.73
30948,0.93,0.77
30950,0.66,0.5
30958,0.8,0.99
30977,0.28,0.79
30980,0.84,0.59
30981,0.86,0.58
30985,0.46,0.45
30987,0.94,0.92
30989,0.8,0.76
31006,0.13,0.63
31009,0.95,0.73
71281,0.93,0.88
31023,0.86,0.81
31041,0.67,0.93
71628,0.73,0.6
79592,0.62,0.92
31061,0.53,0.81
85562,0.68,0.68
31077,0.69,0.55
31102,0.66,0.92
31107,0.98,0.56
31116,0.57,0.39
88047,0.64,0.78
31123,0.71,0.58
31126,0.94,0.7
31147,0.8,0.85
31165,0.59,0.94
31169,0.95,0.7
90417,1,0.39
90670,0.53,0.59
31193,0.35,0.59
90681,0.73,0.66
31201,0.89,0.63
31210,0.21,0.93
31224,0.21,0.85
95817,0.6,0.83
31230,0.94,0.69
31242,0.92,0.68
98610,0.92,0.78
31251,0.71,0.98
31253,0.69,0.83
31260,0.26,0.51
85443,0.21,0.78
31269,0.36,0.42
31271,0.81,0.92
31275,0.54,0.88
31279,0.63,0.87
1282,0.86,0.75
1729,0.8,0.79
31287,0.55,0.58
31289,0.18,0.6
88217,0.88,0.98
31296,0.65,0.86
31299,0.99,1
7093,0.88,0.93
31328,0.67,0.59
31345,0.53,0.59
31350,0.83,0.61
31359,0.36,0.71
31377,0.62,0.64
8594,0.72,0.67
31381,0.79,0.54
31385,1,0.87
31386,0.65,0.52
31388,0.84,0.91
10336,0.81,0.59
31392,0.59,0.51
88692,0.78,0.53
31403,0.22,0.52
31410,0.96,0.98
11357,0.85,0.8
31422,0.12,0.73
31424,0.6,0.68
31431,0.93,0.84
31441,0.73,0.86
31442,0.7,0.66
31444,0.18,0.59
31450,0.81,0.6
31456,0.28,0.9
31462,0.74,0.79
31463,0.5,0.74
31468,0.83,0.85
17682,0.55,0.66
17941,0.77,0.94
31497,0.92,0.58
31501,0.59,0.89
18652,0.45,0.72
31513,0.76,0.97
31524,0.89,0.69
31527,0.73,0.5
31534,0.65,0.7
19666,0.14,0.96
19895,0.3,0.47
31550,0.53,0.82
52936,0.66,0.89
31560,0.84,0.59
31567,0.74,0.97
31569,0.56,0.4
31579,0.42,0.47
31580,0.29,0.8
31587,0.54,0.72
31606,0.8,0.52
31617,0.89,0.93
31619,0.92,0.58
31620,0.87,0.68
21965,0.76,0.82
31623,0.64,0.61
31625,0.83,0.57
31626,0.55,0.6
31631,0.83,0.7
31640,0.58,0.62
31641,0.67,0.97
31645,0.65,0.57
31666,0.89,0.95
31669,0.84,0.5
31680,0.5,0.7
31693,0.7,0.51
23617,0.79,0.83
31700,0.19,0.72
77727,0.89,0.5
31706,0.36,0.6
31707,0.62,0.66
31710,0.84,0.93
31717,0.65,0.87
31725,0.65,0.7
31735,0.87,0.92
31750,0.66,0.73
31751,0.83,0.9
31755,0.89,0.63
31765,0.91,0.97
90475,0.91,0.56
31773,0.83,0.5
31788,0.87,0.82
27777,0.62,0.79
31797,0.54,1
31799,0.84,0.53
31802,0.33,0.82
29348,0.79,0.58
33686,0.31,0.41
31813,0.68,0.81
31818,0.52,0.7
31819,0.54,0.64
31824,0.73,0.78
31829,0.49,0.74
31831,0.37,0.67
31837,0.53,0.84
31845,0.58,0.75
31851,0.2,0.51
31856,0.91,0.6
31862,0.53,0.78
31869,0.99,0.72
31876,0.97,0.87
31893,0.18,0.93
31908,0.83,0.93
31910,0.49,0.47
31925,0.74,0.93
36087,0.7,0.6
31949,0.97,0.91
31950,0.92,0.91
31953,0.94,0.7
31955,1,0.98
31962,0.5,0.51
31966,0.77,0.89
31972,0.68,0.71
31975,0.57,0.43
31976,0.57,0.61
31982,0.48,0.97
31983,0.7,0.95
31985,0.68,0.43
31986,0.62,0.68
31987,0.61,0.51
31990,0.83,0.77
32017,0.99,0.8
32022,0.58,0.72
36615,0.93,0.83
32027,0.66,0.5
32029,0.52,0.98
32047,0.5,0.6
32049,0.16,0.7
94675,0.62,0.74
32053,0.49,0.49
32054,0.56,0.91
32064,0.96,0.59
32073,0.5,0.75
32079,0.99,0.99
32087,0.54,0.51
32097,0.52,0.9
32115,0.81,0.99
32116,0.5,0.73
32128,0.51,0.88
32130,0.41,0.47
32135,0.62,0.72
32142,0.56,0.68
39867,0.96,0.75
32157,0.58,0.64
32158,0.66,0.75
32159,0.56,0.75
32162,0.56,0.93
32165,0.67,0.91
32169,0.72,0.71
32171,0.59,0.79
32172,0.95,0.55
32183,1,0.93
41578,0.56,0.64
32211,0.52,0.49
45183,0.88,0.9
47781,0.58,0.84
32231,0.86,0.92
32233,0.19,0.64
32242,0.6,0.6
32254,0.82,0.87
32261,0.64,0.75
32262,0.83,0.67
32269,0.57,0.75
32278,0.98,0.92
32283,0.54,0.69
49256,0.72,0.66
32290,0.89,0.87
50664,0.41,0.57
32316,0.93,0.62
32330,0.9,0.9
51741,0.38,0.59
32349,0.52,0.88
32351,0.99,0.72
32352,0.69,0.74
54564,0.76,0.76
32356,0.42,0.46
32359,0.78,0.9
32360,0.37,0.46
55029,0.89,0.39
55098,0.93,0.49
59678,0.98,0.56
32372,0.65,0.56
32393,0.3,0.61
68226,0.97,1
32409,0.84,0.49
32415,0.76,0.76
32417,0.5,0.74
32421,0.48,0.61
32425,0.56,0.63
32426,0.99,0.77
32430,0.65,0.94
69391,0.92,0.81
32437,0.88,0.76
32447,0.99,0.86
32460,0.96,0.93
32461,0.55,0.85
71862,0.71,0.94
32467,0.72,0.68
72426,0.23,0.5
32472,0.78,0.61
32474,0.82,0.61
32480,0.49,0.74
32488,0.96,0.82
32495,0.5,0.78
72795,0.98,0.57
32498,0.85,0.57
32504,0.72,0.75
32510,0.78,0.83
32519,0.62,0.43
32520,0.64,0.38
73111,0.24,0.5
73511,0.84,0.78
32530,0.61,0.61
32539,0.79,0.71
32548,0.86,0.77
32549,0.7,0.54
78779,0.53,0.76
32555,0.58,0.88
32560,0.45,0.55
32570,0.86,0.87
32581,0.95,0.81
32583,0.51,0.84
32586,0.35,0.41
32596,0.99,0.57
85401,0.73,0.49
27608,0.44,0.48
32607,0.43,0.74
32610,0.81,0.77
32617,0.77,0.83
32620,0.52,0.86
32622,0.21,0.92
32624,0.88,0.93
32625,0.48,0.8
87736,0.21,0.63
32641,0.81,0.53
32651,0.38,0.77
32655,0.67,0.77
32657,0.87,0.94
32660,0.85,0.41
32668,0.52,0.9
32669,0.9,0.95
32671,0.85,0.56
88381,0.77,0.52
32684,0.61,0.97
32688,0.74,0.54
32689,0.56,0.85
32701,0.28,0.97
32712,0.86,0.68
32713,0.63,0.78
32720,0.85,0.96
88407,0.84,0.84
32736,0.98,0.6
32740,0.51,0.78
32745,0.71,0.85
32746,0.88,0.69
32765,0.16,0.81
32769,0.98,0.86
32770,0.81,0.76
88941,0.17,0.79
32779,0.22,0.65
32782,0.67,0.69
32785,0.72,0.83
32786,0.67,0.91
32798,0.47,0.55
32810,0.51,0.75
32811,0.88,0.71
32813,0.48,0.94
32816,0.66,0.99
32822,0.58,0.5
32829,0.23,0.96
32841,0.86,0.77
32847,0.81,0.99
32857,0.75,0.54
32866,0.49,0.89
32869,0.31,0.5
32870,0.83,0.75
32876,0.7,0.55
90043,0.49,0.99
93151,0.57,0.92
32889,0.37,0.45
32894,0.69,0.75
32895,0.62,0.98
32896,0.5,0.68
1294,0.81,0.73
32933,0.2,0.41
4315,0.22,0.58
32937,0.63,0.79
32938,0.68,0.53
32941,0.52,0.49
32942,0.22,0.52
32944,0.51,0.82
32946,0.66,0.92
32947,0.26,0.37
32953,0.42,0.4
32963,0.86,0.77
32969,0.52,0.68
5097,0.95,0.64
32973,0.63,0.94
32975,1,0.54
32978,0.54,0.58
32982,0.9,0.7
32989,0.49,0.99
32992,0.81,0.6
33012,0.5,0.66
33021,0.7,0.88
33031,0.5,0.85
33032,0.98,0.66
33036,0.86,0.51
33043,0.93,0.77
33048,0.62,0.75
6966,0.64,0.57
33059,0.66,0.94
33062,0.65,0.86
33071,0.89,0.84
33073,0.77,0.58
33080,0.4,0.36
7038,0.36,0.44
33083,0.3,0.48
33084,0.9,0.64
33088,0.23,0.49
33089,0.24,0.79
33097,0.98,0.92
8408,0.49,0.48
33100,0.23,0.48
33118,0.79,0.71
33120,0.21,0.76
33121,0.38,0.92
33128,0.17,0.59
33130,0.56,0.69
33132,0.97,0.7
33134,0.22,0.78
33135,0.84,0.88
33139,0.64,0.63
33143,0.78,0.69
33157,0.23,0.4
33159,0.99,0.82
8470,0.15,0.76
33168,0.24,0.96
33174,0.84,0.71
33177,0.82,0.58
33179,0.17,0.86
33189,0.72,0.71
33191,0.86,0.91
33193,0.75,0.55
33195,0.93,0.82
33203,0.75,0.52
33212,0.45,0.55
33214,0.44,0.87
9452,0.55,0.9
33219,0.78,0.56
10321,0.5,0.52
33244,0.96,0.66
33250,0.72,0.53
15500,0.77,0.55
15869,0.89,0.94
16089,0.58,0.79
33286,0.75,0.96
33289,0.77,0.8
16451,0.76,0.87
33292,0.87,0.76
33307,0.95,0.74
33308,0.73,0.54
33315,0.2,0.56
33321,0.55,0.43
33330,0.21,0.53
33331,0.91,0.74
33333,0.61,0.87
33334,0.89,0.59
33337,0.65,0.76
18274,0.7,0.48
33349,0.79,0.95
33363,0.99,0.67
18520,0.52,0.77
33375,0.71,0.97
33387,0.21,0.58
33394,0.4,0.62
33403,0.74,0.75
33411,0.79,0.6
33416,0.88,0.58
33418,0.89,0.93
33426,0.61,0.72
33433,0.48,0.54
33434,0.81,0.98
18805,0.71,0.74
33462,0.92,0.53
33473,0.99,0.71
33477,0.74,0.55
33479,1,0.94
33483,0.81,0.55
33488,0.59,0.7
33492,0.9,0.58
33497,0.98,0.9
8318,0.56,0.55
20707,0.86,0.89
33531,0.82,0.59
33536,0.94,0.53
21577,0.68,0.96
33546,0.81,0.69
33562,0.59,0.59
24875,0.54,0.82
33584,0.77,0.87
26252,0.62,0.61
33587,0.58,0.57
29559,0.63,0.84
33593,0.78,1
33606,0.82,0.78
33609,0.73,0.86
33612,0.53,0.74
33615,0.88,0.62
33635,0.65,0.6
33639,0.57,0.61
33649,0.93,0.76
33650,0.83,0.64
33656,0.73,0.45
33664,0.78,0.67
31698,0.9,0.62
33858,0.59,0.66
33687,0.67,0.89
33703,0.59,0.51
33710,0.53,0.54
33713,0.56,0.73
33714,0.72,0.89
33715,0.81,0.49
33726,0.54,0.68
41481,0.91,0.87
33732,0.51,0.96
33734,0.59,0.39
44329,0.64,0.86
44444,0.95,0.68
44721,0.75,0.69
33762,0.44,0.38
33780,0.55,0.6
33785,0.6,0.81
33790,0.84,0.58
33796,0.49,0.65
33804,0.75,0.71
33808,0.35,0.81
33813,0.68,0.78
33819,0.52,0.53
46427,0.78,0.57
33825,0.44,0.92
33826,0.18,0.86
50073,0.37,0.52
33828,0.71,0.76
50584,0.55,0.83
53410,0.98,0.78
33862,0.88,0.53
33864,0.79,0.9
33885,0.96,0.66
33888,0.3,0.55
33889,0.59,0.9
33890,0.72,0.55
33893,0.59,0.87
33907,0.93,0.68
33920,0.49,0.86
33925,0.73,0.95
33930,0.53,0.6
33935,0.77,0.83
33939,0.45,0.62
54529,0.95,0.78
33949,0.86,0.69
33953,0.59,0.58
33960,0.95,0.63
33965,0.7,0.92
33971,0.56,0.64
55254,0.5,0.92
33978,0.76,0.92
49579,0.85,0.77
33989,0.98,1
33990,0.65,0.4
57285,0.44,0.97
34018,0.55,0.97
34027,0.16,0.8
34035,0.16,0.9
34037,0.75,1
34044,0.59,0.57
34055,0.48,0.87
34060,0.18,0.68
57484,0.8,0.72
34062,0.8,0.88
34068,0.15,0.52
73641,0.62,0.86
1239,0.21,0.99
34092,0.9,0.82
34102,0.51,1
79911,0.99,0.9
34115,0.71,0.49
34120,0.89,0.93
81906,0.74,0.67
34127,0.84,0.85
34129,0.4,0.64
34131,1,0.71
34148,0.48,0.51
83332,0.99,0.6
34151,0.73,0.81
34154,0.84,0.91
84186,0.55,0.7
34165,0.44,0.99
34167,0.95,0.67
34199,0.76,0.65
34203,0.94,0.7
34209,0.85,0.5
34214,0.57,0.62
86465,0.67,0.49
86653,0.7,0.67
34247,0.67,0.55
34256,0.72,0.84
34257,0.71,0.53
34272,0.51,0.8
34278,0.98,0.65
34293,0.52,0.83
88053,0.21,0.9
91274,0.43,0.93
34297,0.91,0.62
34312,0.74,0.85
34317,0.34,0.81
34318,0.28,0.46
34322,0.7,0.79
93021,0.53,0.59
34338,0.97,0.51
34346,0.96,0.59
34351,0.74,0.53
34354,0.79,0.86
34364,0.61,0.47
98149,0.36,0.4
34374,0.15,0.91
34378,0.61,0.5
34380,0.59,0.94
34381,0.58,0.77
34383,0.49,0.92
34384,0.92,0.96
34394,0.72,0.92
34397,0.77,0.85
34399,0.6,0.57
34400,0.21,0.4
34406,0.83,0.75
34407,0.71,0.95
34419,0.94,0.46
34421,0.59,0.99
34432,0.59,0.59
34442,0.99,0.68
34449,0.64,0.7
34454,0.54,0.5
34456,0.78,0.63
34463,0.7,0.79
34474,0.9,0.62
34475,0.14,0.74
34491,0.33,0.69
34502,0.73,0.53
34511,0.8,0.87
34513,0.17,0.91
34519,0.34,0.91
34521,0.61,0.9
34533,0.18,0.95
34534,0.72,0.94
34536,0.32,0.79
34537,0.85,0.81
34542,0.85,0.74
1886,0.8,0.81
8492,0.36,0.82
34561,0.8,0.99
34571,0.55,0.9
34577,0.69,0.56
34583,0.71,0.61
12077,0.74,0.56
12505,0.76,0.89
13412,0.81,0.62
34600,0.59,1
34602,0.97,0.69
34605,0.98,0.74
34609,0.96,0.87
34612,0.82,0.63
34615,0.97,0.93
15019,0.74,0.51
16320,0.14,0.52
34646,0.3,0.67
34656,0.74,0.89
34664,0.85,0.48
34666,0.69,0.65
34670,0.6,0.95
20761,0.53,0.85
34683,0.94,0.88
34691,0.57,0.63
34694,0.2,0.73
34695,0.82,0.92
34700,0.62,0.92
22926,0.88,0.59
34723,0.82,0.62
34727,0.62,0.91
34729,0.74,0.48
34734,0.91,0.66
34745,0.7,0.96
34755,0.84,0.9
34756,0.35,0.57
34759,0.28,0.83
34766,0.37,0.37
25489,0.75,0.5
34783,0.34,0.6
34787,0.55,0.5
34792,0.97,0.92
34793,0.91,0.57
34795,0.48,0.63
34799,0.53,0.71
34801,0.84,0.67
34809,0.31,0.69
34811,0.81,0.62
25968,0.78,0.95
34817,0.64,0.68
26379,0.41,0.77
34828,0.74,0.81
34832,0.89,0.86
34835,0.26,0.43
27457,0.72,0.39
34845,0.84,0.74
34846,0.52,0.8
34853,0.65,0.95
34855,0.66,0.56
34862,0.86,0.63
34864,0.91,0.9
34865,0.84,0.6
34876,0.87,0.57
34877,0.57,0.54
30666,0.68,0.5
34883,1,0.59
34885,0.86,0.74
34907,0.7,0.99
34909,0.28,0.7
34926,0.84,0.9
34928,0.68,0.92
34930,0.45,0.6
34940,0.37,0.74
34947,0.98,0.84
34948,0.67,0.57
38036,0.74,0.83
34955,0.48,0.46
34963,0.22,0.63
34964,0.14,0.79
34983,0.93,0.92
34991,0.83,0.54
34995,0.94,0.79
34999,0.7,0.98
35002,0.74,0.86
35003,0.83,0.85
35010,0.97,0.61
35037,0.61,0.71
35039,0.77,0.71
35045,0.66,0.73
35052,0.92,0.99
35057,0.62,0.55
35065,0.15,0.67
35071,0.82,0.68
38534,0.7,0.48
35081,0.18,0.39
35089,0.99,0.59
35099,0.22,0.9
35105,0.61,0.83
35106,0.78,0.91
39707,0.84,0.61
35122,0.87,0.74
35132,0.73,0.9
35133,0.7,0.86
35142,0.98,0.71
47017,0.85,0.49
35145,0.56,0.83
35152,0.48,0.62
35155,0.65,0.7
35157,0.84,0.59
35163,0.17,0.73
35188,0.84,0.61
35190,0.96,0.59
52260,0.62,0.96
35226,0.57,0.7
35229,0.98,0.87
35245,0.72,0.99
35250,0.43,0.46
35256,0.68,0.57
35260,0.69,0.86
55068,0.91,0.66
35269,0.42,0.37
35275,0.8,0.99
59669,0.79,0.57
35284,1,0.94
35289,0.63,0.75
35305,0.61,0.51
35309,0.78,0.98
59950,0.72,0.96
35336,0.64,0.51
35338,0.79,0.86
35344,0.64,0.55
35349,0.82,0.88
35350,0.51,0.86
35351,0.18,0.51
35353,0.67,0.58
35357,0.65,0.85
60767,0.7,0.8
35374,0.59,0.59
35375,0.56,0.76
66918,0.17,0.94
35390,0.8,0.89
35393,0.91,0.62
35410,0.51,0.54
35411,0.76,0.59
35419,0.82,0.59
35429,0.44,0.66
35432,0.5,0.48
67520,0.54,0.49
67602,0.56,0.63
35447,0.77,0.66
35456,0.39,0.38
35458,0.52,0.62
35462,0.63,0.91
35470,0.49,0.46
35484,0.2,0.47
35485,0.21,0.94
35490,0.85,0.98
35491,0.54,0.82
35498,0.23,0.88
35507,0.65,0.96
35512,0.19,0.85
35521,0.76,0.58
35528,0.83,0.8
35555,0.97,0.47
68254,0.67,1
35568,0.53,0.62
35581,0.34,0.71
35585,0.58,0.48
35596,0.96,0.68
35597,0.72,0.76
35605,0.58,0.62
35610,0.39,0.67
35615,0.24,0.57
35632,0.64,0.73
35641,0.98,0.55
35646,0.64,0.99
35647,0.56,0.41
35661,0.53,0.74
35662,0.62,0.57
35670,0.85,0.69
35676,0.76,0.85
73946,0.69,0.5
35693,0.35,0.67
75301,0.54,0.47
35706,0.63,0.49
35717,0.58,0.58
35729,0.7,0.93
35732,0.48,0.51
35733,0.59,0.92
35742,0.96,0.8
35747,0.99,0.77
35760,0.73,0.59
35761,0.7,0.73
35769,0.85,0.88
35778,0.66,0.61
35784,0.94,0.97
35794,0.54,0.64
35805,0.78,0.47
35807,0.64,0.85
35808,0.68,0.56
2509,0.92,0.84
35816,0.72,0.73
35822,0.78,0.74
25727,0.35,0.54
35839,0.97,0.77
35840,0.57,0.65
35849,0.9,0.66
35854,0.31,0.61
35855,0.17,0.5
35858,0.8,0.4
35868,0.19,0.76
35871,0.57,0.65
35877,0.22,0.96
35884,0.15,0.9
35895,0.62,0.67
35898,0.61,0.41
86541,0.87,0.81
35915,0.54,0.75
86910,0.71,0.54
87933,0.66,0.67
91500,0.7,0.68
35960,0.53,0.5
35962,0.92,0.54
35963,0.93,0.73
35972,0.62,0.7
35975,0.65,0.53
35980,0.87,0.98
35981,0.97,0.89
35995,0.76,0.77
35999,0.96,0.55
36003,1,0.8
36007,0.99,0.85
36011,0.67,0.84
36024,0.61,0.52
36046,0.62,0.92
36054,0.62,0.79
36077,0.97,0.76
36083,0.86,0.56
36085,0.15,0.44
92140,0.14,0.95
36088,0.7,0.98
36090,0.95,0.7
36094,0.63,0.86
36102,0.45,0.75
36104,0.9,0.6
36108,0.15,0.87
36117,0.75,0.86
36118,0.14,0.52
36122,0.5,0.94
36125,0.45,0.45
36133,0.86,0.92
36137,0.52,0.62
36153,0.79,0.48
36157,0.47,0.56
36162,0.76,0.64
36164,0.52,0.72
36169,0.84,0.54
36170,0.5,0.7
93529,0.52,0.63
